34	0.771511	0.156297	-6.30583e-025
35	0.771511	0.156297	-6.30583e-025
36	0.77113	0.162371	1.15957e-016
37	0.771114	0.160731	9.65815e-029
38	0.771114	0.160731	9.65815e-029
39	0.771114	0.160731	9.65815e-029
40	0.771114	0.160731	9.65815e-029
41	0.771114	0.160731	9.65815e-029
42	0.771114	0.160731	9.65815e-029
43	0.771111	0.16094	-1.10804e-020
44	0.771111	0.16094	-1.10804e-020
45	0.771111	0.16094	-1.10804e-020
46	0.771111	0.16094	-1.10804e-020
47	0.771111	0.16094	-1.10804e-020
48	0.771111	0.16094	-1.10804e-020
49	0.771111	0.16094	-1.10804e-020
50	0.771111	0.16094	-1.10804e-020
51	0.771111	0.16094	-1.10804e-020
52	0.771111	0.16094	-1.10804e-020
53	0.771111	0.16094	-1.10804e-020
54	0.771111	0.16094	-1.10804e-020
55	0.771111	0.16094	-1.10804e-020
56	0.771111	0.16094	-1.10804e-020
57	0.771111	0.16094	-1.10804e-020
58	0.771111	0.16094	-1.10804e-020
59	0.771111	0.16094	-1.10804e-020
60	0.771111	0.16094	-1.10804e-020
61	0.771111	0.16094	-1.10804e-020
62	0.771111	0.16094	-1.10804e-020
63	0.747158	0.14648	0.00779559
64	0.747158	0.14648	0.00779559
65	0.747158	0.14648	0.00779559
66	0.747158	0.14648	0.00779559
67	0.747158	0.14648	0.00779559
68	0.747158	0.14648	0.00779559
69	0.747158	0.14648	0.00779559
70	0.747158	0.14648	0.00779559
71	0.747158	0.14648	0.00779559
72	0.747158	0.14648	0.00779559
73	0.747158	0.14648	0.00779559
74	0.747158	0.14648	0.00779559
75	0.747158	0.14648	0.00779559
76	0.747158	0.14648	0.00779559
77	0.747158	0.14648	0.00779559
78	0.747158	0.14648	0.00779559
79	0.747158	0.14648	0.00779559
80	0.747158	0.14648	0.00779559
81	0.747158	0.14648	0.00779559
82	0.747158	0.14648	0.00779559
83	0.747158	0.14648	0.00779559
84	0.73846	0.196363	0.00812365
85	0.73846	0.196363	0.00812365
86	0.73846	0.196363	0.00812365
87	0.73846	0.196363	0.00812365
88	0.73846	0.196363	0.00812365
89	0.73846	0.196363	0.00812365
90	0.734961	0.19112	0.00812365
