2011 January,,2011 February,,2011 March,,2011 April,,2011 May,,2011 June,,2011 July,,2011 Auguest,,2011 September,,2011 October ,,2011 November,,2011 December,,2012 January,,2012 February,,2012 March,,2012 April,,2012 May,,2012 June,,2012 July,,2012 Auguest,,2012 September,,2012 October ,,2012 November,,2012 December,,2013 January,,2013 February,,2013 March,,2013 April,,2013 May,,2013 June,,2013 July,,2013 Auguest,,2013 September,,2013 October ,,2013 November,,2013 December,,2014 January,,2014 February,,2014 March,,2014 April,,2014 May,,2014 June,,2014 July,,2014 Auguest,,2014 September,,2014 October,,2014 November,,2015 January,,2015 February,,2015 March,,2015 April,,May-15,,2015 July,,2015 Auguest,,2015 September,,2015 October,,2015 November,,2015 December,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lebanon,102,Pakistan,1,Gaza Strip,2,France,3,,,Vatican City,1,Gaza Strip,1,United Kingdom,3,Morocco,7,,,,,,,Tunisia,1,Saudi Arabia,1,Qatar,2,Malta,3,Colombia,1,Russia,2,Malaysia,1,United Arab Emirates,1,Bosnia-Herzegovina,1,France,3,Somalia,2,Turkmenistan,2,Kuwait,2,,,Switzerland,3,Afghanistan,1,Russia,1,Australia,1,Russia,3,Brazil,1,Greece,12,Azerbaijan,4,China,1,Bulgaria,5,Russia,54,Belgium,18,Cuba,7,Cuba,7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordan,229,United Arab Emirates,1,,,Morocco,1,,,Bahrain,1,Cyprus,1,Uzbekistan,3,Algeria,9,,,,,,,Switzerland,2,Armenia,3,Spain,2,Mexico,1,Bahrain,1,United Arab Emirates,5,Czech Republic,1,Australia,5,Armenia,2,Philippines,2,Canada,6,Afghanistan,1,Iran,1,,,United Arab Emirates,3,Rwanda,1,South Africa,1,Turkmenistan,1,Sweden,1,Taiwan,1,Australia,2,South Sudan,1,Qatar,1,Ireland,6,Macedonia,24,Mexico,5,Australia,32,Australia,32,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,29,,,,,Australia,1,,,Canada,1,Brazil,1,Hungary,3,Mauritania,2,,,,,,,Greece,5,Azerbaijan,1,Kuwait,2,Gaza Strip,3,Somalia,1,Australia,1,Sweden,4,Germany,1,Japan,2,Iran,11,Libya,5,Sweden,6,China,2,,,,,United Arab Emirates,1,Luxembourg,1,Japan,5,Cyprus,2,Canada,3,Norway,5,China,4,South Africa,1,Austria,7,Brazil,18,Bhutan,1,Libya,5,Libya,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahrain,4,,,,,Chad,1,,,,,,,,,Western Sahara,3,,,,,,,Poland,4,Bulgaria,1,China,1,Yemen,4,Qatar,6,Morocco,1,South Africa,2,Afghanistan,2,Bangladesh,1,Czech Republic,1,United Arab Emirates,1,Somalia,1,India,1,,,,,Gaza Strip,1,Ukraine,1,Ecuador,3,,,Tunisia,4,Cyprus,1,South Korea,8,Sweden,6,Australia,1,Sweden,39,Kenya,1,Slovenia,1,Slovenia,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,197,,,,,,,,,,,,,,,Luxembourg,2,,,,,,,Brazil,1,,,Belarus,9,West Bank,5,Burundi,1,Armenia,3,Algeria,10,,,,,Netherlands,3,Morocco,2,Malta,1,Spain,1,,,,,Algeria,1,,,Netherlands,2,,,Yemen,1,Germany,6,Macedonia,1,Vatican City,1,,2,Netherlands,6,Libya,5,Iceland,1,Iceland,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greece,12,,,,,,,,,,,,,,,,,,,,,,,Somalia,1,,,Somalia,10,United Arab Emirates,5,Congo,2,China,1,West Bank,1,,,,,,,Malaysia,1,Russia,3,Bulgaria,1,,,,,Sweden,1,,,Congo,1,,,Japan,13,Philippines,2,Saudi Arabia,1,Peru,1,Albania,1,Uganda,1,Argentina,1,South Africa,1,South Africa,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran,7,,,,,,,,,,,,,,,,,,,,,,,Czech Republic,1,,,Australia,4,South Africa,1,Yemen,1,Ukraine,1,Uganda,1,,,,,,,,,Mauritania,1,Netherlands,2,,,,,,,,,Armenia,1,,,Armenia,3,Armenia,3,Poland,1,Indonesia,4,Indonesia,3,Estonia,3,Dominican Republic,1,Macedonia,3,Macedonia,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iraq,55,,,,,,,,,,,,,,,,,,,,,,,,,,,Algeria,4,Somalia,1,,,,,Norway,1,,,,,,,,,Bulgaria,2,,,,,,,,,,,Malaysia,1,,,Oceans,1,Bulgaria,2,Brazil,7,Armenia,1,Eritrea,1,Belarus,3,Vietnam,12,Netherlands,6,Netherlands,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,8,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,1,Pakistan,2,,,,,Spain,1,,,,,,,,,Brazil,1,,,,,,,,,,,Bulgaria,1,,,Pakistan,1,Indonesia,1,Finland,1,France,1,Burundi,3,Iran,34,Romania,1,Vietnam, Democratic Republic of,Vietnam, Democratic Republic of,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russia,8,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,3,Burkina Faso,1,,,,,Morocco,2,,,,,,,,,Netherlands,1,,,,,,,,,,,South Sudan,1,,,Bangladesh,1,Macedonia,1,Eritrea,2,,,Iceland,1,Spain,33,Egypt,6,Japan,8,Japan,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia,7,,,,,,,,,,,,,,,,,,,,,,,,,,,Romania,2,Congo,2,,,,,Gaza Strip,2,,,,,,,,,Auguest 2014,,,,,,,,,,,,Luxembourg,1,,,Morocco,1,Malta,9,Hungary,1,,,Antigua and Barbuda,4,Serbia,33,Bulgaria,4,Pakistan,13,Pakistan,13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norway,1,,,,,,,,,,,,,,,,,,,,,,,,,,,India,3,Ethiopia,2,,,,,Puerto Rico,1,,,,,,,,,Syria,782,,,,,,,,,,,Spain,2,,,Uruguay,2,New Zealand,2,Spain,1,,,Norway,3,Qatar,14,Nigeria,2,Egypt,12,Egypt,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,7,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan,1,Tanzania,2,,,,,,,,,,,,,,,United States,41,,,,,,,,,,,,,,,Afghanistan,8,Switzerland,1,,,,,,,Portugal,3,France,18,Bulgaria,5,Bulgaria,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Arabia,15,,,,,,,,,,,,,,,,,,,,,,,,,,,Trinidad and Tobago,1,China,6,,,,,,,,,,,,,,,Lebanon,202,,,,,,,,,,,,,,,Mexico,2,China,1,,,,,,,Croatia,17,Chile,1,Guam,1,Guam,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Israel,21,,,,,,,,,,,,,,,,,,,,,,,,,,,Venezuela,2,Hong Kong,1,,,,,,,,,,,,,,,Jordan,48,,,,,,,,,,,,,,,Eritrea,2,South Sudan,1,,,,,,,Niger,1,China,6,Philippines,5,Philippines,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morocco,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Azerbaijan,4,Belgium,1,,,,,,,,,,,,,,,Turkey,94,,,,,,,,,,,,,,,Denmark,3,Nepal,1,,,,,,,Vietnam,4,Japan,4,Portugal,2,Portugal,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuwait,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Lucia,2,Norway,1,,,,,,,,,,,,,,,Iraq,111,,,,,,,,,,,,,,,Netherlands,9,France,3,,,,,,,United Arab Emirates,29,Serbia,3,Liberia,2,Liberia,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Bank,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Vincent and the Grenadines,1,Qatar,2,,,,,,,,,,,,,,,Israel,24,,,,,,,,,,,,,,,Nepal,1,Sierra Leone,3,,,,,,,Switzerland,29,Iceland,3,Czech Republic,3,Czech Republic,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qatar,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia,4,,,,,,,,,,,,,,,,,France,5,,,,,,,,,,,,,,,,,Libya,1,,,,,,,Argentina,9,Croatia,8,Lithuania,1,Lithuania,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,19,,,,,,,,,,,,,,,,,,,,,,,,,,,Finland,3,,,,,,,,,,,,,,,,,Micronesia,1,,,,,,,,,,,,,,,,,Senegal,2,,,,,,,Kuwait,24,Macedonia,2,Nigeria,1,Nigeria,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan,1,,,,,,,,,,,,,,,,,United Arab Emirates,1,,,,,,,,,,,,,,,,,Burundi,2,,,,,,,Uruguay,49,Saudi Arabia,5,India,3,India,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micronesia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Congo,1,,,,,,,,,,,,,,,,,Macedonia,1,,,,,,,,,,,,,,,,,,,,,,,,,China,27,Luxembourg,1,Estonia,2,Estonia,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Sri Lanka,1,,,,,,,,,,,,,,,,,Germany,1,,,,,,,,,,,,,,,,,,,,,,,,,Congo,3,Netherlands,6,Switzerland,9,Switzerland,9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Micronesia,1,,,,,,,,,,,,,,,,,Qatar,1,,,,,,,,,,,,,,,,,,,,,,,,,Armenia,9,Denmark,6,Brunei,1,Brunei,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecuador,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Armenia,1,,,,,,,,,,,,,,,,,Rwanda,1,,,,,,,,,,,,,,,,,,,,,,,,,Finland,6,Colombia,3,Poland,1,Poland,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bosnia-Herzegovina,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,8,,,,,,,,,,,,,,,,,,,,,,,,,Cyprus,18,Uruguay,3,Cyprus,5,Cyprus,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armenia,1,,,,,,,,,,,,,,,,,,,,,,,,,Chile,8,Ireland,2,Malaysia,7,Malaysia,7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somalia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkmenistan,5,,,,,,,,,,,,,,,,,,,,,,,,,Luxembourg,9,South Africa,8,Congo,5,Congo,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Algeria,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria,2,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan,7,Latvia,1,Spain,2,Spain,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahrain,1,,,,,,,,,,,,,,,,,,,,,,,,,Kosovo,9,Estonia,2,Nepal,1,Nepal,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austria,1,,,,,,,,,,,,,,,,,,,,,,,,,Nicaragua,1,Armenia,7,Chad,2,Chad,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuwait,3,,,,,,,,,,,,,,,,,,,,,,,,,North Korea,6,Austria,7,Mali,1,Mali,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ireland,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran,4,,,,,,,,,,,,,,,,,,,,,,,,,South Korea,5,Hong Kong,2,Kosovo,29,Kosovo,29,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yemen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uruguay,4,,,,,,,,,,,,,,,,,,,,,,,,,India,7,Namibia,2,Uganda,6,Uganda,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myanmar,1,,,,,,,,,,,,,,,,,,,,,,,,,Venezuela,9,Iran,8,Croatia,3,Croatia,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Arab Emirates,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,1,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,3,Sudan,5,Belgium,11,Belgium,11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egypt,1,,,,,,,,,,,,,,,,,,,,,,,,,Algeria,2,Portugal,1,Bahrain,4,Bahrain,4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweden,2,,,,,,,,,,,,,,,,,,,,,,,,,Denmark,18,Switzerland,5,Eritrea,2,Eritrea,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulgaria,7,,,,,,,,,,,,,,,,,,,,,,,,,Malta,7,United Arab Emirates,11,New Zealand,3,New Zealand,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malta,1,,,,,,,,,,,,,,,,,,,,,,,,,Philippines,10,Finland,1,Uzbekistan,1,Uzbekistan,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Bank,1,,,,,,,,,,,,,,,,,,,,,,,,,Ukraine,10,Slovenia,6,Guyana,1,Guyana,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,1,,,,,,,,,,,,,,,,,,,,,,,,,Czechoslovakia,10,India,1,Ethiopia,5,Ethiopia,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,Poland,6,Kenya,1,Kenya,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ireland,12,,,,,,,,,,,,,,,,,,,,,,,,,Jersey,4,Kosovo,2,China,3,China,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan,1,,,,,,,,,,,,,,,,,,,,,,,,,Papua New Guinea,12,Brazil,2,Luxembourg,1,Luxembourg,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Sudan,1,,,,,,,,,,,,,,,,,,,,,,,,,Japan,14,Yemen,2,Thailand,1,Thailand,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nauru,11,Ukraine,1,Qatar,2,Qatar,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albania,2,,,Bangladesh,4,Bangladesh,4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulgaria,15,,,Sri Lanka,1,Sri Lanka,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burundi,3,,,Ghana,1,Ghana,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montenegro,3,,,Myanmar,2,Myanmar,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cambodia,2,,,Puerto Rico,1,Puerto Rico,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colombia,1,,,Sierra Leone,1,Sierra Leone,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somalia,5,,,Yemen,1,Yemen,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanzania,2,,,Ukraine,2,Ukraine,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mexico,14,,,Azerbaijan,1,Azerbaijan,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haiti,3,,,Brazil,1,Brazil,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gibraltar,1,,,Rwanda,1,Rwanda,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zimbabwe,1,,,Zimbabwe,1,Zimbabwe,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sri Lanka,1,,,Sep-14,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,8,,,Australia,3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamaica,2,,,Syria,582,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bosnia-Herzegovina,2,,,Lebanon,74,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bangladesh,2,,,Israel,4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cameroon,2,,,Gaza Strip,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dominican Republic,1,,,Bulgaria,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chad,1,,,Jordan,22,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuba,11,,,Turkey,223,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rwanda,4,,,Iraq,33,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaza Strip,4,,,Canada,4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panama,1,,,France,35,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vatican City,4,,,Azerbaijan,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central African Republic,1,,,United States,78,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slovenia,9,,,Germany,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethiopia,1,,,United Kingdom,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Singapore,1,,,China,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Costa Rica,3,,,Russia,2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romania,2,,,Egypt,3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria,2,,,Sweden,3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Sudan,1,,,Afghanistan,2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabon,2,,,Greece,5,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malaysia,1,,,India,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armenia,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cambodia,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippines,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oceans,3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cyprus,29,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Libya,3,,,
